Debit horaire;Heure;Etat trafic;Taux d'occupation
185.0;21;Fluide;1.40056
104.0;21;Inconnu;0.0
223.0;21;Fluide;2.83556
355.0;21;Fluide;3.87389
223.0;21;Inconnu;0.0
355.0;21;Fluide;3.46611
185.0;21;Fluide;1.56778
501.0;21;Fluide;2.48333
281.0;21;Fluide;3.67167
138.0;21;Fluide;3.89334
726.0;21;Inconnu;0.0
726.0;21;Fluide;4.34722
0.0;21;Fluide;3.37722
254.0;21;Fluide;1.77111
0.0;21;Fluide;1.39611
753.0;21;Pré-saturé;22.95611
279.0;21;Fluide;3.31
250.0;21;Inconnu;0.0
1219.0;21;Fluide;7.22111
71.0;21;Fluide;1.04222
201.0;21;Inconnu;0.0
201.0;21;Fluide;3.67778
201.0;21;Fluide;0.50667
244.0;21;Fluide;3.44389
457.0;21;Inconnu;0.0
411.3;21;Inconnu;0.0
344.0;21;Inconnu;0.0
0.0;21;Fluide;0.61722
244.0;21;Fluide;0.72778
0.0;21;Fluide;4.18056
0.0;21;Fluide;2.47278
200.0;21;Fluide;2.92778
200.0;21;Fluide;2.72389
2997.0;21;Fluide;11.13222
1523.0;21;Fluide;11.36556
1523.0;21;Inconnu;0.0
604.0;21;Fluide;2.12222
540.0;21;Fluide;4.6
0.0;21;Fluide;4.65
702.0;21;Inconnu;0.0
139.5;21;Fluide;1.36611
0.0;21;Fluide;2.41223
0.0;21;Fluide;6.15722
132.0;21;Fluide;0.62834
7.0;21;Fluide;1.48445
150.0;21;Fluide;2.30222
150.0;21;Fluide;3.51445
150.0;21;Fluide;1.47611
269.0;21;Fluide;7.05167
228.0;21;Fluide;7.76611
239.0;21;Inconnu;0.0
0.0;21;Fluide;14.43111
4214.0;21;Fluide;12.45
1877.0;21;Fluide;14.95
793.0;21;Fluide;3.90778
218.0;21;Inconnu;0.0
274.0;21;Fluide;4.37
0.0;21;Fluide;5.20111
0.0;21;Fluide;4.52945
274.0;21;Inconnu;0.0
793.0;21;Fluide;6.545
793.0;21;Inconnu;0.0
965.0;21;Inconnu;0.0
37.0;21;Fluide;7.19833
651.0;21;Fluide;3.72389
390.0;21;Inconnu;0.0
253.0;21;Fluide;0.25445
253.0;21;Fluide;0.11167
218.0;21;Fluide;1.85389
0.0;21;Fluide;0.9
142.0;21;Fluide;0.7
124.0;21;Fluide;0.84444
164.0;21;Fluide;1.33389
664.0;21;Fluide;5.69945
753.0;21;Saturé;41.51611
164.0;21;Fluide;1.09556
622.0;21;Bloqué;96.50778
146.0;21;Fluide;4.39222
78.0;21;Fluide;7.19778
3480.0;21;Fluide;9.85
11.0;21;Fluide;0.05
1220.0;21;Saturé;31.2
644.0;21;Fluide;2.72611
347.0;21;Fluide;1.695
347.0;21;Fluide;1.88945
79.0;21;Fluide;1.82445
96.0;21;Fluide;1.14167
436.0;21;Fluide;3.22445
337.0;21;Inconnu;0.0
0.0;21;Fluide;1.65278
672.0;21;Fluide;11.13667
676.0;21;Fluide;3.92555
614.0;21;Inconnu;0.0
461.0;21;Fluide;4.63889
1104.0;21;Fluide;4.55945
461.0;21;Inconnu;0.0
470.0;21;Fluide;9.13389
383.0;21;Fluide;2.96
0.0;21;Fluide;3.63
0.0;21;Fluide;3.38889
509.0;21;Inconnu;0.0
509.0;21;Fluide;3.10278
82.0;21;Fluide;13.15834
501.0;21;Inconnu;0.0
2516.0;21;Pré-saturé;18.92222
162.0;21;Fluide;0.85889
605.0;21;Fluide;2.27444
0.0;21;Fluide;4.12445
190.0;21;Inconnu;0.0
190.0;21;Fluide;5.75889
263.0;21;Fluide;3.925
820.0;21;Fluide;4.33445
915.0;21;Fluide;13.00778
745.0;21;Fluide;7.65667
263.0;21;Inconnu;0.0
305.0;21;Fluide;1.91889
290.0;21;Fluide;6.14222
605.0;21;Fluide;8.64833
0.0;21;Fluide;1.18389
0.0;21;Fluide;4.42667
177.0;21;Fluide;1.95945
0.0;21;Fluide;3.53389
177.0;21;Fluide;3.60333
165.0;21;Fluide;3.29667
359.0;21;Fluide;7.29722
2.0;21;Fluide;0.53333
506.0;21;Fluide;12.605
731.0;21;Fluide;7.88778
259.0;21;Fluide;2.95611
204.0;21;Fluide;3.99611
726.0;21;Fluide;2.79611
378.0;21;Fluide;6.11944
378.0;21;Fluide;6.51111
476.0;21;Fluide;5.74723
476.0;21;Fluide;6.34667
0.0;21;Fluide;1.06111
452.0;21;Fluide;3.22889
496.0;21;Inconnu;0.0
481.0;21;Fluide;1.11167
170.0;21;Fluide;3.03389
327.0;21;Fluide;4.25167
114.0;21;Inconnu;0.0
422.0;21;Fluide;6.90556
0.0;21;Fluide;5.06778
249.0;21;Inconnu;0.0
508.0;21;Fluide;1.81389
0.0;21;Fluide;1.94722
149.0;21;Fluide;3.73945
0.0;21;Fluide;3.39611
0.0;21;Fluide;5.43167
604.0;21;Fluide;5.10722
515.0;21;Fluide;4.02778
451.0;21;Inconnu;0.0
305.0;21;Inconnu;0.0
352.0;21;Pré-saturé;17.935
139.0;21;Fluide;6.76334
476.0;21;Fluide;6.10167
139.0;21;Fluide;1.75722
197.0;21;Fluide;0.49056
299.0;21;Fluide;4.94555
299.0;21;Fluide;3.60278
347.0;21;Fluide;0.64333
521.0;21;Fluide;7.245
666.0;21;Fluide;2.59056
350.0;21;Fluide;5.17667
470.0;21;Fluide;12.85667
521.0;21;Fluide;7.8
406.0;21;Fluide;7.49944
0.0;21;Fluide;6.25056
206.0;21;Inconnu;0.0
394.0;21;Fluide;3.27944
0.0;21;Fluide;0.92778
123.0;21;Inconnu;0.0
265.0;21;Fluide;2.84556
133.0;21;Inconnu;0.0
653.0;21;Fluide;5.58
3190.0;21;Fluide;10.35
0.0;21;Fluide;4.8
2827.0;21;Fluide;7.2
3678.0;21;Fluide;10.8
179.0;21;Inconnu;0.0
2987.0;21;Fluide;7.95
4963.0;21;Fluide;14.5
127.0;21;Inconnu;0.0
2920.0;21;Fluide;9.5
877.0;21;Fluide;0.71889
1523.0;21;Fluide;8.77056
38.0;21;Fluide;1.56278
206.0;21;Fluide;0.08222
0.0;21;Fluide;0.16333
348.0;21;Fluide;1.55
184.0;21;Fluide;4.055
184.0;21;Fluide;1.95889
184.0;21;Fluide;1.43389
574.0;21;Inconnu;0.0
574.0;21;Fluide;5.89556
3400.0;21;Fluide;9.8
0.0;21;Fluide;4.60778
0.0;21;Fluide;2.66278
562.0;21;Fluide;9.30889
562.0;21;Fluide;4.27
122.0;21;Inconnu;0.0
799.0;21;Pré-saturé;23.78167
0.0;21;Fluide;4.22389
398.0;21;Fluide;5.39333
419.0;21;Pré-saturé;24.57556
419.0;21;Inconnu;0.0
300.0;21;Fluide;4.88445
315.0;21;Fluide;2.48445
315.0;21;Inconnu;0.0
300.0;21;Inconnu;0.0
158.0;21;Fluide;2.25889
143.0;21;Fluide;2.54167
135.0;21;Fluide;0.83889
162.0;21;Fluide;4.95222
162.0;21;Inconnu;0.0
292.0;21;Fluide;5.04222
260.0;21;Fluide;2.85833
274.0;21;Fluide;5.28556
177.0;21;Fluide;2.24722
175.0;21;Inconnu;0.0
213.0;21;Fluide;0.55222
244.0;21;Fluide;2.80611
296.0;21;Inconnu;0.0
436.0;21;Fluide;6.39333
284.0;21;Fluide;2.47833
1914.0;21;Fluide;12.0
2424.0;21;Fluide;9.5
0.0;21;Saturé;39.81
690.0;21;Inconnu;0.0
303.0;21;Inconnu;0.0
303.0;21;Fluide;5.56222
451.0;21;Fluide;4.42389
451.0;21;Fluide;5.31056
44.0;21;Inconnu;0.0
193.0;21;Inconnu;0.0
347.0;21;Fluide;3.81278
0.0;21;Fluide;4.55056
644.0;21;Inconnu;0.0
323.0;21;Fluide;6.49389
239.0;21;Fluide;3.57722
82.0;21;Inconnu;0.0
825.0;21;Fluide;7.23222
0.0;21;Fluide;3.6
0.0;21;Fluide;3.85
1453.0;21;Fluide;10.9
0.0;21;Fluide;8.05722
0.0;21;Fluide;6.33833
755.0;21;Fluide;2.53222
522.0;21;Fluide;5.49333
0.0;21;Fluide;2.965
1219.0;21;Fluide;0.01167
904.0;21;Fluide;5.74833
214.0;21;Fluide;2.13389
168.0;21;Fluide;1.90667
904.0;21;Pré-saturé;23.01278
168.0;21;Inconnu;0.0
753.0;21;Inconnu;0.0
168.0;21;Fluide;6.96555
753.0;21;Fluide;6.52501
3158.0;21;Fluide;7.1
26.0;21;Fluide;0.05
755.0;21;Saturé;30.67222
2856.0;21;Fluide;7.8
755.0;21;Fluide;2.78667
512.0;21;Saturé;32.39333
233.0;21;Fluide;1.36611
641.0;21;Fluide;7.57278
260.0;21;Fluide;2.865
135.2;21;Fluide;4.34056
268.0;21;Fluide;0.49
221.0;21;Fluide;8.42389
0.0;21;Fluide;2.07445
491.0;21;Inconnu;0.0
228.0;21;Fluide;4.48778
0.0;21;Fluide;3.26
0.0;21;Fluide;2.41167
177.0;21;Fluide;1.12222
221.0;21;Fluide;10.61778
228.0;21;Fluide;3.21833
517.0;21;Fluide;2.71834
517.0;21;Fluide;4.88055
517.0;21;Inconnu;0.0
476.0;21;Pré-saturé;25.51333
600.0;21;Fluide;4.74111
131.0;21;Fluide;3.61667
0.0;21;Fluide;1.24445
0.0;21;Fluide;3.86112
0.0;21;Fluide;2.70834
208.0;21;Fluide;2.75056
496.0;21;Fluide;5.93445
403.0;21;Fluide;2.47834
0.0;21;Fluide;1.065
281.0;21;Fluide;12.81222
281.0;21;Inconnu;0.0
0.0;21;Fluide;1.91445
0.0;21;Fluide;4.50722
249.0;21;Fluide;1.96889
249.0;21;Fluide;3.59944
508.0;21;Inconnu;0.0
414.0;21;Fluide;5.45167
188.0;21;Fluide;3.68167
96.0;21;Bloqué;89.68056
188.0;21;Fluide;3.01
188.0;21;Fluide;1.61222
0.0;21;Fluide;5.41111
337.0;21;Fluide;4.10334
628.0;21;Inconnu;0.0
167.0;21;Fluide;0.36945
0.0;21;Pré-saturé;15.62889
44.0;21;Fluide;0.61778
42.0;21;Fluide;0.85723
116.0;21;Inconnu;0.0
0.0;21;Fluide;0.205
269.0;21;Fluide;4.59556
221.0;21;Fluide;4.49778
0.0;21;Fluide;2.43833
0.0;21;Fluide;1.04
0.0;21;Fluide;0.77889
0.0;21;Fluide;3.04222
0.0;21;Fluide;1.92222
0.0;21;Fluide;2.83556
0.0;21;Fluide;0.04445
0.0;21;Fluide;2.72222
0.0;21;Fluide;2.37
154.0;21;Fluide;1.24389
176.0;21;Fluide;1.98278
216.0;21;Fluide;8.70277
957.0;21;Fluide;6.73334
856.0;21;Fluide;2.60056
0.0;21;Fluide;6.44
0.0;21;Fluide;7.15667
269.0;21;Fluide;3.08556
829.0;21;Fluide;5.02556
829.0;21;Fluide;7.34111
76.0;21;Fluide;1.70889
76.0;21;Fluide;5.70722
55.0;21;Fluide;1.18611
152.0;21;Fluide;5.70722
177.0;21;Fluide;11.29445
274.0;21;Fluide;12.66722
482.0;21;Fluide;6.26556
0.0;21;Fluide;4.15722
325.0;21;Inconnu;0.0
1308.0;21;Fluide;13.07111
0.0;21;Fluide;5.62445
11.0;21;Inconnu;0.0
804.0;21;Inconnu;0.0
11.0;21;Fluide;3.38333
374.0;21;Fluide;3.72167
501.0;21;Fluide;12.11167
0.0;21;Fluide;0.81222
808.0;21;Inconnu;0.0
410.0;21;Fluide;4.74166
271.0;21;Fluide;2.31
410.0;21;Fluide;2.13111
533.0;21;Fluide;6.26222
907.0;21;Fluide;6.26222
144.0;21;Fluide;2.37778
2516.0;21;Fluide;8.05722
1004.0;21;Saturé;46.86
7.0;21;Inconnu;0.0
1423.0;21;Fluide;0.63278
144.0;21;Inconnu;0.0
374.0;21;Fluide;1.85333
468.0;21;Fluide;11.03334
909.0;21;Fluide;5.94945
0.0;21;Fluide;2.95111
604.0;21;Fluide;1.855
1569.0;21;Inconnu;0.0
0.0;21;Fluide;5.82389
1258.0;21;Pré-saturé;28.51222
1258.0;21;Saturé;34.05945
1432.0;21;Fluide;12.34167
0.0;21;Fluide;4.56389
0.0;21;Fluide;4.73389
0.0;21;Fluide;0.6
187.0;21;Fluide;1.83111
553.0;21;Pré-saturé;16.71278
187.0;21;Inconnu;0.0
226.0;21;Fluide;7.77111
226.0;21;Inconnu;0.0
437.0;21;Inconnu;0.0
437.0;21;Fluide;0.60056
525.0;21;Fluide;6.49389
358.0;21;Fluide;4.14
553.0;21;Inconnu;0.0
676.0;21;Inconnu;0.0
915.0;21;Fluide;13.005
293.0;21;Fluide;3.88944
293.0;21;Fluide;2.76056
236.0;21;Inconnu;0.0
355.0;21;Fluide;1.64445
0.0;21;Fluide;3.695
246.0;21;Fluide;1.57611
0.0;21;Fluide;1.01778
0.0;21;Fluide;6.48111
172.0;21;Fluide;1.20056
172.0;21;Fluide;3.95056
1080.0;21;Fluide;12.48778
1569.0;21;Fluide;8.98611
745.0;21;Inconnu;0.0
210.0;21;Fluide;0.89556
64.0;21;Inconnu;0.0
1027.2;21;Inconnu;0.0
1031.0;21;Fluide;5.43611
394.0;21;Fluide;4.88167
512.2;21;Inconnu;0.0
394.0;21;Fluide;2.14944
680.0;21;Inconnu;0.0
429.8;21;Inconnu;0.0
1.0;21;Inconnu;0.0
463.0;21;Inconnu;0.0
463.0;21;Fluide;3.01833
323.0;21;Fluide;8.35667
0.0;21;Fluide;5.81723
471.0;21;Fluide;6.34056
44.0;21;Fluide;0.96611
680.0;21;Fluide;5.92167
546.0;21;Inconnu;0.0
0.0;21;Fluide;1.985
0.0;21;Fluide;2.95778
422.0;21;Fluide;3.85667
1556.0;21;Fluide;8.52834
820.0;21;Fluide;3.28889
904.0;21;Fluide;1.73834
605.0;21;Fluide;2.79556
162.0;21;Fluide;1.015
605.0;21;Fluide;3.38778
628.0;21;Fluide;5.83833
302.0;21;Fluide;4.395
820.0;21;Fluide;7.81333
302.0;21;Fluide;3.76056
151.0;21;Fluide;4.00944
628.0;21;Fluide;3.48889
559.0;21;Inconnu;0.0
612.0;21;Inconnu;0.0
759.0;21;Fluide;5.345
1277.0;21;Fluide;10.15833
73.0;21;Fluide;2.08
0.0;21;Fluide;3.53056
628.0;21;Fluide;5.85889
78.0;21;Pré-saturé;19.02611
146.0;21;Fluide;9.98445
422.0;21;Fluide;2.80889
824.0;21;Fluide;4.52834
0.0;21;Fluide;0.19278
353.0;21;Fluide;4.97667
0.0;21;Fluide;2.48278
0.0;21;Fluide;0.10389
0.0;21;Fluide;6.02778
323.0;21;Fluide;2.35722
795.0;21;Fluide;2.85111
247.2;21;Fluide;7.40611
0.0;21;Fluide;6.14167
169.0;21;Fluide;6.305
354.0;21;Fluide;6.60945
736.0;21;Inconnu;0.0
736.0;21;Fluide;3.43333
683.0;21;Fluide;7.32445
455.0;21;Pré-saturé;15.61833
140.0;21;Fluide;5.91167
236.0;21;Fluide;0.26334
67.0;21;Fluide;0.11167
304.0;21;Inconnu;0.0
304.0;21;Fluide;3.56222
304.0;21;Saturé;30.90834
548.0;21;Fluide;7.77223
890.0;21;Fluide;5.22889
214.0;21;Fluide;0.77833
1219.0;21;Saturé;44.12
0.0;21;Fluide;4.005
0.0;21;Fluide;2.88556
548.0;21;Fluide;8.49556
296.0;21;Fluide;3.45111
1219.0;21;Bloqué;78.62278
118.3;21;Fluide;4.34056
0.0;21;Fluide;3.77056
200.0;21;Inconnu;0.0
174.0;21;Inconnu;0.0
231.0;21;Fluide;3.83945
231.0;21;Inconnu;0.0
235.0;21;Inconnu;0.0
125.0;21;Fluide;13.40167
286.0;21;Inconnu;0.0
0.0;21;Fluide;0.84056
194.0;21;Fluide;2.82889
176.0;21;Pré-saturé;15.30834
286.0;21;Fluide;2.27722
209.0;21;Fluide;1.255
121.0;21;Fluide;0.62722
36.0;21;Fluide;0.31611
422.0;21;Fluide;2.73223
0.0;21;Fluide;10.51389
126.0;21;Fluide;0.99056
307.0;21;Fluide;2.93722
155.0;21;Fluide;1.45722
307.0;21;Pré-saturé;16.36778
155.0;21;Fluide;0.06111
353.0;21;Fluide;6.69167
423.0;21;Fluide;3.38945
220.0;21;Inconnu;0.0
604.0;21;Fluide;7.34223
121.0;21;Fluide;0.66278
0.0;21;Fluide;2.81167
0.0;21;Fluide;6.06055
129.0;21;Fluide;1.41
0.0;21;Fluide;1.26556
223.0;21;Fluide;0.53778
129.0;21;Fluide;0.03778
223.0;21;Fluide;1.20389
460.5;21;Inconnu;0.0
3202.0;21;Fluide;12.7
1170.0;21;Fluide;4.6
3777.0;21;Pré-saturé;15.25
431.2;21;Inconnu;0.0
0.0;21;Fluide;0.85667
215.6;21;Inconnu;0.0
3533.0;21;Fluide;13.3
883.0;21;Fluide;4.45
1479.0;21;Fluide;4.75
101.0;21;Fluide;0.73778
158.0;21;Inconnu;0.0
92.0;21;Fluide;0.19
158.0;21;Fluide;0.29611
981.0;21;Pré-saturé;15.81111
315.0;21;Fluide;2.39278
92.0;21;Fluide;2.02556
0.0;21;Pré-saturé;23.9
3545.0;21;Fluide;11.85
331.0;21;Pré-saturé;17.04334
331.0;21;Fluide;0.38834
217.8;21;Fluide;1.22056
198.0;21;Fluide;1.22056
135.0;21;Fluide;6.37778
93.0;21;Fluide;2.60389
0.0;21;Fluide;2.425
0.0;21;Fluide;0.68556
511.0;21;Fluide;7.51834
0.0;21;Fluide;3.25611
169.0;21;Inconnu;0.0
163.0;21;Fluide;5.06667
501.0;21;Fluide;1.68056
685.0;21;Fluide;3.76611
147.0;21;Fluide;1.95889
662.0;21;Inconnu;0.0
501.0;21;Fluide;5.15
331.0;21;Fluide;0.72889
488.0;21;Inconnu;0.0
171.0;21;Fluide;2.15222
0.0;21;Fluide;1.98778
235.0;21;Fluide;1.99
324.0;21;Fluide;5.16555
265.0;21;Fluide;3.27889
85.0;21;Fluide;1.01111
265.0;21;Inconnu;0.0
265.0;21;Fluide;1.69278
175.0;21;Fluide;2.875
352.0;21;Fluide;2.865
176.0;21;Fluide;2.77555
0.0;21;Fluide;2.60111
123.0;21;Fluide;3.64945
323.0;21;Saturé;31.14112
12.0;21;Fluide;0.0
3260.0;21;Fluide;9.4
132.0;21;Saturé;33.19722
3842.0;21;Fluide;10.85
3446.0;21;Fluide;14.8
491.0;21;Fluide;4.21778
290.0;21;Fluide;9.63889
0.0;21;Pré-saturé;15.74444
0.0;21;Pré-saturé;16.39722
452.0;21;Fluide;3.82111
1462.0;21;Fluide;5.45
654.0;21;Fluide;3.75778
173.0;21;Fluide;0.015
324.0;21;Fluide;1.32111
727.0;21;Fluide;0.83611
727.0;21;Pré-saturé;22.86167
321.0;21;Fluide;1.63111
0.0;21;Fluide;3.45167
258.0;21;Fluide;3.02834
258.0;21;Inconnu;0.0
265.0;21;Fluide;2.54278
533.0;21;Fluide;1.10222
0.0;21;Fluide;5.15834
348.0;21;Inconnu;0.0
135.0;21;Fluide;4.69334
774.0;21;Fluide;9.59333
190.0;21;Fluide;5.52889
87.0;21;Fluide;0.36722
449.0;21;Inconnu;0.0
449.0;21;Fluide;1.51445
0.0;21;Fluide;6.87833
107.0;21;Fluide;2.09
107.0;21;Inconnu;0.0
197.0;21;Fluide;5.67278
197.0;21;Fluide;2.20889
159.0;21;Fluide;3.65945
159.0;21;Fluide;2.88167
159.0;21;Fluide;2.35167
169.0;21;Fluide;3.29611
169.0;21;Fluide;4.15667
169.0;21;Fluide;3.41945
0.0;21;Fluide;12.87667
471.0;21;Fluide;0.01889
533.0;21;Fluide;4.59778
0.0;21;Fluide;11.35611
0.0;21;Fluide;2.69334
369.0;21;Pré-saturé;15.13611
127.0;21;Pré-saturé;17.34667
0.0;21;Fluide;9.92611
0.0;21;Fluide;11.60389
175.0;21;Fluide;1.31778
281.0;21;Fluide;1.84889
175.0;21;Fluide;3.54333
281.0;21;Fluide;0.70389
36.0;21;Inconnu;0.0
356.0;21;Fluide;4.05611
355.0;21;Fluide;3.77778
362.0;21;Fluide;10.71445
0.0;21;Fluide;0.93611
0.0;21;Fluide;7.18556
120.0;21;Fluide;1.94611
400.0;21;Fluide;1.33056
347.0;21;Fluide;3.86
250.0;21;Pré-saturé;21.63833
831.0;21;Pré-saturé;23.31389
167.0;21;Fluide;3.25
307.8;21;Inconnu;0.0
136.0;21;Fluide;1.66722
0.0;21;Fluide;1.88611
400.0;21;Pré-saturé;18.75389
45.0;21;Fluide;1.35611
400.0;21;Fluide;7.355
136.0;21;Fluide;6.12278
192.0;21;Fluide;2.49889
204.0;21;Fluide;2.285
353.0;21;Fluide;1.54055
353.0;21;Fluide;2.52611
223.0;21;Fluide;3.59056
0.0;21;Fluide;1.68333
204.0;21;Inconnu;0.0
157.0;21;Fluide;2.875
195.0;21;Inconnu;0.0
0.0;21;Pré-saturé;18.13778
42.0;21;Fluide;0.41278
11.0;21;Fluide;4.22056
102.0;21;Fluide;1.27611
6.0;21;Inconnu;0.0
44.0;21;Fluide;1.0
0.0;21;Fluide;0.65556
36.0;21;Fluide;2.385
0.0;21;Fluide;1.25556
96.0;21;Fluide;2.45778
188.0;21;Fluide;2.98778
588.0;21;Inconnu;0.0
5508.0;21;Pré-saturé;19.6
2808.0;21;Fluide;7.05
532.0;21;Fluide;12.655
0.0;21;Fluide;0.71333
422.0;21;Fluide;11.67222
532.0;21;Fluide;6.25722
2954.0;21;Fluide;9.95
5297.0;21;Pré-saturé;16.45
217.0;21;Fluide;4.11444
217.0;21;Fluide;1.72778
180.0;21;Fluide;0.20445
0.0;21;Fluide;3.11167
3471.0;21;Fluide;10.15
0.0;21;Fluide;3.01389
509.0;21;Fluide;1.78945
370.0;21;Fluide;8.20167
623.0;21;Fluide;14.135
479.0;21;Fluide;7.98667
497.0;21;Pré-saturé;19.05111
497.0;21;Fluide;8.02834
482.0;21;Fluide;13.58444
497.0;21;Inconnu;0.0
0.0;21;Fluide;3.81278
352.0;21;Fluide;4.94945
298.0;21;Fluide;5.99722
352.0;21;Fluide;8.92222
476.0;21;Inconnu;0.0
347.0;21;Fluide;7.87223
453.0;21;Fluide;6.21611
453.0;21;Inconnu;0.0
337.0;21;Fluide;5.30056
350.0;21;Fluide;6.28945
406.0;21;Fluide;5.70223
406.0;21;Fluide;4.70444
0.0;21;Pré-saturé;21.18222
499.0;21;Inconnu;0.0
0.0;21;Fluide;4.38278
323.0;21;Fluide;2.70111
220.0;21;Fluide;2.81778
206.0;21;Fluide;1.35111
499.0;21;Fluide;2.13944
384.0;21;Fluide;2.91222
227.0;21;Fluide;0.56945
0.0;21;Fluide;11.49222
0.0;21;Fluide;2.32334
0.0;21;Fluide;1.42444
194.0;21;Inconnu;0.0
2991.0;21;Fluide;8.55
4648.0;21;Fluide;13.9
6018.0;21;Fluide;13.95
4017.0;21;Fluide;12.55
628.0;21;Pré-saturé;19.52167
179.0;21;Fluide;1.10556
1549.0;21;Fluide;0.69722
0.0;21;Fluide;11.36111
4506.0;21;Fluide;13.0
334.0;21;Fluide;3.74333
1601.0;21;Fluide;4.0
4457.0;21;Fluide;13.0
1523.0;21;Fluide;4.58222
3783.0;21;Fluide;12.3
1168.0;21;Fluide;6.5
2303.0;21;Pré-saturé;16.26111
0.0;21;Fluide;1.31111
0.0;21;Fluide;2.36389
348.0;21;Fluide;2.14222
0.0;21;Fluide;2.39111
0.0;21;Fluide;0.94833
0.0;21;Fluide;2.10722
3145.0;21;Fluide;8.2
122.0;21;Fluide;3.54834
0.0;21;Fluide;2.82389
292.0;21;Fluide;7.1
481.0;21;Inconnu;0.0
135.0;21;Fluide;1.58667
0.0;21;Fluide;7.71667
0.0;21;Fluide;1.46389
157.0;21;Inconnu;0.0
194.0;21;Fluide;3.33167
181.0;21;Inconnu;0.0
125.0;21;Fluide;2.35278
194.0;21;Fluide;1.56611
200.0;21;Fluide;2.72556
506.0;21;Fluide;7.18667
305.0;21;Fluide;3.32945
188.0;21;Fluide;1.21222
2405.0;21;Fluide;8.7
690.0;21;Pré-saturé;18.83723
690.0;21;Pré-saturé;15.45222
303.0;21;Fluide;5.72167
0.0;21;Fluide;5.90778
0.0;21;Fluide;5.77445
347.0;21;Inconnu;0.0
347.0;21;Fluide;1.49333
0.0;21;Fluide;8.26944
825.0;21;Fluide;7.20334
713.0;21;Fluide;7.47389
278.0;21;Fluide;3.94167
509.0;21;Fluide;1.91056
0.0;21;Pré-saturé;24.345
0.0;21;Fluide;0.86056
188.0;21;Fluide;1.15
13.0;21;Fluide;0.2
1679.0;21;Fluide;10.4
1843.0;21;Fluide;9.6
0.0;21;Fluide;12.15
451.0;21;Fluide;4.9
0.0;21;Fluide;2.14111
37.0;21;Fluide;4.32389
651.0;21;Pré-saturé;19.78945
0.0;21;Fluide;4.03167
101.0;21;Inconnu;0.0
101.0;21;Fluide;2.47222
269.0;21;Inconnu;0.0
0.0;21;Fluide;3.34278
0.0;21;Pré-saturé;17.53889
0.0;21;Saturé;34.13056
825.0;21;Fluide;8.15111
690.0;21;Fluide;8.26556
2331.0;21;Fluide;5.85
3689.0;21;Fluide;10.65
1531.0;21;Fluide;3.9
274.0;21;Pré-saturé;16.58945
274.0;21;Fluide;1.06278
0.0;21;Fluide;4.28944
0.0;21;Fluide;4.06778
0.0;21;Fluide;10.45445
37.0;21;Fluide;6.53278
651.0;21;Fluide;1.56722
369.0;21;Fluide;8.23389
605.0;21;Fluide;5.08278
190.0;21;Fluide;2.39056
101.0;21;Fluide;0.40722
132.0;21;Fluide;5.04333
562.0;21;Inconnu;0.0
0.0;21;Fluide;2.90111
279.0;21;Fluide;3.30722
683.0;21;Fluide;2.29167
374.0;21;Fluide;4.97778
78.0;21;Pré-saturé;21.05889
146.0;21;Fluide;4.31722
3918.0;21;Fluide;11.1
644.0;21;Fluide;1.92834
42.0;21;Fluide;0.8
0.0;21;Fluide;4.57722
0.0;21;Fluide;4.04111
0.0;21;Fluide;10.01389
753.0;21;Saturé;43.785
636.0;21;Fluide;6.80056
600.0;21;Inconnu;0.0
339.0;21;Fluide;3.98333
600.0;21;Fluide;5.28389
531.0;21;Fluide;2.03556
0.0;21;Fluide;2.84389
0.0;21;Fluide;1.59667
0.0;21;Fluide;0.825
614.0;21;Fluide;1.48556
0.0;21;Fluide;3.40222
0.0;21;Fluide;2.13611
195.0;21;Fluide;4.10278
752.0;21;Fluide;6.57056
1030.0;21;Fluide;6.04111
1543.0;21;Pré-saturé;16.01167
208.0;21;Fluide;1.37611
305.0;21;Fluide;4.24611
190.0;21;Fluide;3.72833
160.0;21;Inconnu;0.0
86.0;21;Fluide;0.57944
160.0;21;Fluide;1.09833
264.0;21;Fluide;3.37389
0.0;21;Fluide;3.37167
0.0;21;Fluide;0.32556
0.0;21;Fluide;4.44667
0.0;21;Fluide;6.37611
165.0;21;Fluide;2.24445
177.0;21;Inconnu;0.0
2.0;21;Inconnu;0.0
359.0;21;Inconnu;0.0
330.0;21;Fluide;10.87334
378.0;21;Fluide;3.84611
175.0;21;Fluide;2.95611
204.0;21;Fluide;0.20167
148.0;21;Inconnu;0.0
726.0;21;Fluide;3.88722
181.0;21;Fluide;6.65556
338.0;21;Fluide;4.295
354.0;21;Fluide;7.53889
354.0;21;Fluide;3.21556
496.0;21;Fluide;1.62056
496.0;21;Fluide;8.16389
0.0;21;Fluide;1.80167
636.0;21;Inconnu;0.0
549.0;21;Fluide;5.88222
1543.0;21;Pré-saturé;16.515
659.0;21;Fluide;4.36056
265.0;21;Fluide;14.29389
101.0;21;Fluide;0.91944
0.0;21;Fluide;6.16111
1258.0;21;Fluide;6.21167
358.0;21;Fluide;9.08611
1413.0;21;Fluide;9.05556
0.0;21;Fluide;1.67444
271.0;21;Fluide;2.78278
271.0;21;Fluide;1.31556
0.0;21;Pré-saturé;16.885
341.0;21;Fluide;11.07945
793.0;21;Fluide;7.51
0.0;21;Pré-saturé;21.62667
358.0;21;Inconnu;0.0
795.0;21;Fluide;12.52056
553.0;21;Fluide;7.97389
